Date,BMeasurement,Units,BAQI,BCity,BLat,BLon,Type,CMeasurement,CAQI,CCity,CLat,CLon,LMeasurement,LAQI,LCity,LLat,LLon,AMeasurement,AAQI,ACity,ALat,ALon
10/16/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.1,1,"Chicago, IL",42.13999619,-87.79922692,0.4,5,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/17/2016,0.5,ppm,6,"Boston, MA",42.3295,-71.0826,CO,0.1,1,"Chicago, IL",42.13999619,-87.79922692,0.6,7,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/18/2016,0.5,ppm,6,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.4,5,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/19/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.3,3,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/20/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.4,5,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/21/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.5,6,"Chicago, IL",42.13999619,-87.79922692,0.4,5,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/22/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,0.7,8,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/23/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.5,6,"Chicago, IL",42.13999619,-87.79922692,1,11,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/24/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.9,10,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/25/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.9,10,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/26/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,1.1,13,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/27/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1,11,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/28/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.5,6,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/29/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.6,7,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/30/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.9,10,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
10/31/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.7,8,"Chicago, IL",42.13999619,-87.79922692,0.9,10,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/1/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.5,6,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/2/2016,0.7,ppm,8,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.5,6,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/3/2016,0.7,ppm,8,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.4,5,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/4/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.6,7,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/5/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,0.5,6,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/6/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,1,11,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/7/2016,0.5,ppm,6,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,1.1,13,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/8/2016,0.9,ppm,10,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1.1,13,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/9/2016,0.9,ppm,10,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1.2,14,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/10/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.8,9,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/11/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.5,6,"Chicago, IL",42.13999619,-87.79922692,1,11,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/12/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,1.1,13,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/13/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1,11,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/14/2016,0.5,ppm,6,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1,11,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/15/2016,0.6,ppm,7,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,1.1,13,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/16/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,1,11,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/17/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,0.8,9,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/18/2016,0.6,ppm,7,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,0.9,10,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/19/2016,0.6,ppm,7,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,1.2,14,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/20/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1.2,14,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/21/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,0.8,9,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/23/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,1.1,13,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/24/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,1.3,15,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/25/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.6,7,"Chicago, IL",42.13999619,-87.79922692,1.2,14,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/26/2016,0.5,ppm,6,"Boston, MA",42.3295,-71.0826,CO,0.5,6,"Chicago, IL",42.13999619,-87.79922692,0.6,7,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/27/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.7,8,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/28/2016,0.7,ppm,8,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.8,9,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/29/2016,1,ppm,11,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.6,7,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
11/30/2016,0.5,ppm,6,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1.1,13,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/1/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1.3,15,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/2/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,0.6,7,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/3/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.5,6,"Chicago, IL",42.13999619,-87.79922692,0.7,8,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/4/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.5,6,"Chicago, IL",42.13999619,-87.79922692,1,11,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/5/2016,0.5,ppm,6,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1.1,13,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/6/2016,0.5,ppm,6,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,1.1,13,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/7/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.8,9,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/8/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.6,7,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/9/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,0.5,6,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/10/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0.6,7,"Chicago, IL",42.13999619,-87.79922692,0.9,10,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/11/2016,0.5,ppm,6,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1.2,14,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/12/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,1.2,14,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/13/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.3,3,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/14/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.8,9,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/15/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,1.2,14,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/16/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.6,7,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/17/2016,0.6,ppm,7,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.9,10,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/18/2016,0.5,ppm,6,"Boston, MA",42.3295,-71.0826,CO,0.4,5,"Chicago, IL",42.13999619,-87.79922692,1,11,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/19/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.3,3,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/20/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0.2,2,"Chicago, IL",42.13999619,-87.79922692,0.8,9,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/21/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0.3,3,"Chicago, IL",42.13999619,-87.79922692,0.9,10,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/22/2016,0.6,ppm,7,"Boston, MA",42.3295,-71.0826,CO,0,0,"Chicago, IL",42.13999619,-87.79922692,0.8,9,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/23/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0,0,"Chicago, IL",42.13999619,-87.79922692,0.7,8,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/24/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0,0,"Chicago, IL",42.13999619,-87.79922692,0.7,8,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/25/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0,0,"Chicago, IL",42.13999619,-87.79922692,0,0,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/26/2016,0.3,ppm,3,"Boston, MA",42.3295,-71.0826,CO,0,0,"Chicago, IL",42.13999619,-87.79922692,0,0,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/27/2016,0.2,ppm,2,"Boston, MA",42.3295,-71.0826,CO,0,0,"Chicago, IL",42.13999619,-87.79922692,0,0,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
12/28/2016,0.4,ppm,5,"Boston, MA",42.3295,-71.0826,CO,0,0,"Chicago, IL",42.13999619,-87.79922692,0,0,"Los Angeles, CA",34.06659,-118.22688,0,0,"Austin, TX",30.354436,-97.760255
1/1/2016,19,ppb,18,"Boston, MA",42.3295,-71.0826,NO2,10.8,9,"Chicago, IL",42.13999619,-87.79922692,35.7,33,"Los Angeles, CA",34.06659,-118.22688,3.7,3,"Austin, TX",30.354436,-97.760255
1/2/2016,23,ppb,22,"Boston, MA",42.3295,-71.0826,NO2,16.3,15,"Chicago, IL",42.13999619,-87.79922692,44.1,42,"Los Angeles, CA",34.06659,-118.22688,12.8,11,"Austin, TX",30.354436,-97.760255
1/3/2016,23,ppb,22,"Boston, MA",42.3295,-71.0826,NO2,22.2,21,"Chicago, IL",42.13999619,-87.79922692,43.5,41,"Los Angeles, CA",34.06659,-118.22688,8.3,8,"Austin, TX",30.354436,-97.760255
1/4/2016,28,ppb,26,"Boston, MA",42.3295,-71.0826,NO2,18.1,17,"Chicago, IL",42.13999619,-87.79922692,38.2,36,"Los Angeles, CA",34.06659,-118.22688,16.9,15,"Austin, TX",30.354436,-97.760255
1/5/2016,41,ppb,39,"Boston, MA",42.3295,-71.0826,NO2,28.4,26,"Chicago, IL",42.13999619,-87.79922692,39.3,37,"Los Angeles, CA",34.06659,-118.22688,16.7,15,"Austin, TX",30.354436,-97.760255
1/6/2016,42,ppb,40,"Boston, MA",42.3295,-71.0826,NO2,29.2,27,"Chicago, IL",42.13999619,-87.79922692,35.9,33,"Los Angeles, CA",34.06659,-118.22688,16.2,15,"Austin, TX",30.354436,-97.760255
1/7/2016,51,ppb,48,"Boston, MA",42.3295,-71.0826,NO2,31.3,29,"Chicago, IL",42.13999619,-87.79922692,39.6,37,"Los Angeles, CA",34.06659,-118.22688,13.9,12,"Austin, TX",30.354436,-97.760255
1/8/2016,39,ppb,37,"Boston, MA",42.3295,-71.0826,NO2,29.9,27,"Chicago, IL",42.13999619,-87.79922692,31.8,29,"Los Angeles, CA",34.06659,-118.22688,17.8,16,"Austin, TX",30.354436,-97.760255
1/9/2016,28,ppb,26,"Boston, MA",42.3295,-71.0826,NO2,22.6,21,"Chicago, IL",42.13999619,-87.79922692,29.6,27,"Los Angeles, CA",34.06659,-118.22688,-0.2,0,"Austin, TX",30.354436,-97.760255
1/10/2016,26,ppb,25,"Boston, MA",42.3295,-71.0826,NO2,13.7,12,"Chicago, IL",42.13999619,-87.79922692,42,40,"Los Angeles, CA",34.06659,-118.22688,6.7,6,"Austin, TX",30.354436,-97.760255
1/11/2016,23,ppb,22,"Boston, MA",42.3295,-71.0826,NO2,28.5,26,"Chicago, IL",42.13999619,-87.79922692,45.8,42,"Los Angeles, CA",34.06659,-118.22688,32.4,30,"Austin, TX",30.354436,-97.760255
1/12/2016,37,ppb,35,"Boston, MA",42.3295,-71.0826,NO2,20.5,19,"Chicago, IL",42.13999619,-87.79922692,47.6,44,"Los Angeles, CA",34.06659,-118.22688,36.8,34,"Austin, TX",30.354436,-97.760255
1/13/2016,21,ppb,20,"Boston, MA",42.3295,-71.0826,NO2,33,31,"Chicago, IL",42.13999619,-87.79922692,34,32,"Los Angeles, CA",34.06659,-118.22688,22.2,21,"Austin, TX",30.354436,-97.760255
1/14/2016,31,ppb,29,"Boston, MA",42.3295,-71.0826,NO2,30,28,"Chicago, IL",42.13999619,-87.79922692,30.8,28,"Los Angeles, CA",34.06659,-118.22688,16.6,15,"Austin, TX",30.354436,-97.760255
1/15/2016,35,ppb,33,"Boston, MA",42.3295,-71.0826,NO2,25.7,24,"Chicago, IL",42.13999619,-87.79922692,31.5,29,"Los Angeles, CA",34.06659,-118.22688,31.4,29,"Austin, TX",30.354436,-97.760255
1/16/2016,31,ppb,29,"Boston, MA",42.3295,-71.0826,NO2,21.1,20,"Chicago, IL",42.13999619,-87.79922692,32.6,30,"Los Angeles, CA",34.06659,-118.22688,18.2,17,"Austin, TX",30.354436,-97.760255
1/17/2016,20,ppb,19,"Boston, MA",42.3295,-71.0826,NO2,18.4,17,"Chicago, IL",42.13999619,-87.79922692,28.9,26,"Los Angeles, CA",34.06659,-118.22688,17.5,16,"Austin, TX",30.354436,-97.760255
1/18/2016,26,ppb,25,"Boston, MA",42.3295,-71.0826,NO2,22.8,21,"Chicago, IL",42.13999619,-87.79922692,27.9,25,"Los Angeles, CA",34.06659,-118.22688,24.9,23,"Austin, TX",30.354436,-97.760255
1/19/2016,30,ppb,28,"Boston, MA",42.3295,-71.0826,NO2,34.6,32,"Chicago, IL",42.13999619,-87.79922692,29.8,27,"Los Angeles, CA",34.06659,-118.22688,12.3,11,"Austin, TX",30.354436,-97.760255
1/20/2016,36,ppb,34,"Boston, MA",42.3295,-71.0826,NO2,35.9,33,"Chicago, IL",42.13999619,-87.79922692,48.9,45,"Los Angeles, CA",34.06659,-118.22688,11.3,10,"Austin, TX",30.354436,-97.760255
1/21/2016,26,ppb,25,"Boston, MA",42.3295,-71.0826,NO2,37,35,"Chicago, IL",42.13999619,-87.79922692,46.3,43,"Los Angeles, CA",34.06659,-118.22688,10.3,9,"Austin, TX",30.354436,-97.760255
1/22/2016,24,ppb,23,"Boston, MA",42.3295,-71.0826,NO2,39.5,37,"Chicago, IL",42.13999619,-87.79922692,40,38,"Los Angeles, CA",34.06659,-118.22688,4.6,4,"Austin, TX",30.354436,-97.760255
1/23/2016,49,ppb,46,"Boston, MA",42.3295,-71.0826,NO2,36.5,34,"Chicago, IL",42.13999619,-87.79922692,31.3,29,"Los Angeles, CA",34.06659,-118.22688,13.2,12,"Austin, TX",30.354436,-97.760255
1/24/2016,41,ppb,39,"Boston, MA",42.3295,-71.0826,NO2,27.8,25,"Chicago, IL",42.13999619,-87.79922692,46.3,43,"Los Angeles, CA",34.06659,-118.22688,10.6,9,"Austin, TX",30.354436,-97.760255
1/25/2016,45,ppb,42,"Boston, MA",42.3295,-71.0826,NO2,33.5,31,"Chicago, IL",42.13999619,-87.79922692,49,46,"Los Angeles, CA",34.06659,-118.22688,18.1,17,"Austin, TX",30.354436,-97.760255
1/26/2016,28,ppb,26,"Boston, MA",42.3295,-71.0826,NO2,14.1,13,"Chicago, IL",42.13999619,-87.79922692,47.9,44,"Los Angeles, CA",34.06659,-118.22688,5.9,5,"Austin, TX",30.354436,-97.760255
1/27/2016,41,ppb,39,"Boston, MA",42.3295,-71.0826,NO2,14.1,13,"Chicago, IL",42.13999619,-87.79922692,48.7,45,"Los Angeles, CA",34.06659,-118.22688,21.3,20,"Austin, TX",30.354436,-97.760255
1/28/2016,42,ppb,40,"Boston, MA",42.3295,-71.0826,NO2,15,14,"Chicago, IL",42.13999619,-87.79922692,55.6,52,"Los Angeles, CA",34.06659,-118.22688,27.8,25,"Austin, TX",30.354436,-97.760255
1/29/2016,17,ppb,16,"Boston, MA",42.3295,-71.0826,NO2,23,22,"Chicago, IL",42.13999619,-87.79922692,33.5,31,"Los Angeles, CA",34.06659,-118.22688,12.6,11,"Austin, TX",30.354436,-97.760255
1/30/2016,28,ppb,26,"Boston, MA",42.3295,-71.0826,NO2,28.1,26,"Chicago, IL",42.13999619,-87.79922692,19.8,18,"Los Angeles, CA",34.06659,-118.22688,11.2,10,"Austin, TX",30.354436,-97.760255
1/31/2016,42,ppb,40,"Boston, MA",42.3295,-71.0826,NO2,30.7,28,"Chicago, IL",42.13999619,-87.79922692,16.7,15,"Los Angeles, CA",34.06659,-118.22688,13,12,"Austin, TX",30.354436,-97.760255
2/1/2016,37,ppb,35,"Boston, MA",42.3295,-71.0826,NO2,39.7,37,"Chicago, IL",42.13999619,-87.79922692,45.1,42,"Los Angeles, CA",34.06659,-118.22688,9.5,8,"Austin, TX",30.354436,-97.760255
2/2/2016,20,ppb,19,"Boston, MA",42.3295,-71.0826,NO2,30.9,28,"Chicago, IL",42.13999619,-87.79922692,42,40,"Los Angeles, CA",34.06659,-118.22688,17,16,"Austin, TX",30.354436,-97.760255
2/3/2016,25,ppb,24,"Boston, MA",42.3295,-71.0826,NO2,27.7,25,"Chicago, IL",42.13999619,-87.79922692,45.6,42,"Los Angeles, CA",34.06659,-118.22688,8.5,8,"Austin, TX",30.354436,-97.760255
2/4/2016,34,ppb,32,"Boston, MA",42.3295,-71.0826,NO2,25.1,24,"Chicago, IL",42.13999619,-87.79922692,48.9,45,"Los Angeles, CA",34.06659,-118.22688,25.3,24,"Austin, TX",30.354436,-97.760255
2/5/2016,28,ppb,26,"Boston, MA",42.3295,-71.0826,NO2,33.5,31,"Chicago, IL",42.13999619,-87.79922692,49.6,46,"Los Angeles, CA",34.06659,-118.22688,22.5,21,"Austin, TX",30.354436,-97.760255
2/6/2016,17,ppb,16,"Boston, MA",42.3295,-71.0826,NO2,36.9,34,"Chicago, IL",42.13999619,-87.79922692,48.7,45,"Los Angeles, CA",34.06659,-118.22688,12.6,11,"Austin, TX",30.354436,-97.760255
2/7/2016,45,ppb,42,"Boston, MA",42.3295,-71.0826,NO2,33.2,31,"Chicago, IL",42.13999619,-87.79922692,57.4,54,"Los Angeles, CA",34.06659,-118.22688,13.3,12,"Austin, TX",30.354436,-97.760255
2/8/2016,46,ppb,43,"Boston, MA",42.3295,-71.0826,NO2,18.8,17,"Chicago, IL",42.13999619,-87.79922692,53.8,50,"Los Angeles, CA",34.06659,-118.22688,4.9,4,"Austin, TX",30.354436,-97.760255
2/10/2016,28,ppb,26,"Boston, MA",42.3295,-71.0826,NO2,20,19,"Chicago, IL",42.13999619,-87.79922692,56.1,53,"Los Angeles, CA",34.06659,-118.22688,25.1,24,"Austin, TX",30.354436,-97.760255
2/11/2016,28,ppb,26,"Boston, MA",42.3295,-71.0826,NO2,28.8,26,"Chicago, IL",42.13999619,-87.79922692,61,58,"Los Angeles, CA",34.06659,-118.22688,19.1,18,"Austin, TX",30.354436,-97.760255
2/12/2016,29,ppb,27,"Boston, MA",42.3295,-71.0826,NO2,34.6,32,"Chicago, IL",42.13999619,-87.79922692,61.7,58,"Los Angeles, CA",34.06659,-118.22688,15,14,"Austin, TX",30.354436,-97.760255
2/13/2016,20,ppb,19,"Boston, MA",42.3295,-71.0826,NO2,18.5,17,"Chicago, IL",42.13999619,-87.79922692,62.4,60,"Los Angeles, CA",34.06659,-118.22688,9.6,8,"Austin, TX",30.354436,-97.760255
2/14/2016,33,ppb,31,"Boston, MA",42.3295,-71.0826,NO2,30.6,28,"Chicago, IL",42.13999619,-87.79922692,61.5,58,"Los Angeles, CA",34.06659,-118.22688,6.1,6,"Austin, TX",30.354436,-97.760255
